"0","1","2","CLASS"
"1",-0.4689826737158,0.347424465697259,0.628503500949591,"1"
"2",-0.25575220072642,-0.810284289065748,0.857554451562464,"2"
"3",0.145706726703793,-0.0148077583871782,-0.705037909559906,"1"
"4",0.816415579989552,-0.0768963187001646,0.499643329996616,"3"
"5",-0.596636137925088,-0.249566938262433,0.951314699370414,"2"
"6",0.796779369935393,0.982198439072818,0.949584926944226,"4"
"7",0.889350537210703,-0.647298572584987,-0.298748859670013,"1"
"8",0.321595584973693,0.626870417036116,-0.212101886048913,"2"
"9",0.258228087797761,-0.863106725737453,0.901902018114924,"3"
"10",-0.876427459064871,-0.199100506491959,-0.786703360732645,"4"
"11",-0.588050850201398,-0.717711348552257,0.869520233012736,"2"
"12",-0.646886494942009,-0.613380275201052,-0.307675800286233,"4"
"13",0.374045693315566,0.682703433558345,0.0661212117411196,"4"
"14",-0.231792563572526,0.439827976748347,0.0775885987095535,"1"
"15",0.539682839997113,-0.465575833804905,0.429435899481177,"3"
"16",-0.00460151582956314,-0.00999671034514904,-0.188418999779969,"4"
"17",0.435237016528845,-0.83377220435068,-0.694423717446625,"1"
"18",0.983812189660966,-0.292231518775225,-0.319534477312118,"1"
"19",-0.239929641131312,0.938417610712349,0.25330969505012,"1"
"20",0.554890442639589,0.249428379349411,-0.885254643391818,"2"
"21",0.869410462211818,0.32923649949953,0.703335279598832,"4"
"22",-0.575714957434684,-0.375020687002689,-0.574709308333695,"4"
"23",0.303347532171756,-0.18862077454105,0.0789240556769073,"3"
"24",-0.748889808077365,0.992154743056744,-0.727024827618152,"3"
"25",-0.465558662544936,0.710164712741971,-0.350269719026983,"3"
"26",-0.227771814912558,0.907096792012453,0.242152587510645,"1"
"27",-0.973219333682209,0.624610184691846,-0.488035502843559,"3"
"28",-0.235224085859954,0.564364231657237,0.269751597661525,"1"
"29",0.73938169144094,-0.464243742171675,-0.0286557860672474,"1"
"30",-0.319302006624639,0.524303059093654,0.876353833358735,"1"
"31",-0.0358397690579295,0.972623178269714,0.715003074146807,"1"
"32",0.199131650850177,-0.412788901943713,-0.258232924621552,"1"
"33",-0.0129173859022558,-0.201297786086798,-0.371596340090036,"4"
"34",-0.627564797177911,0.624263047706336,0.657068719621748,"1"
"35",0.654746637213975,-0.845696661621332,-0.0963169736787677,"1"
"36",0.336933476384729,-0.272606380283833,-0.368243175558746,"1"
"37",0.588479721453041,-0.114815065637231,-0.804382924921811,"1"
"38",-0.784112748224288,-0.686571734957397,-0.870198926888406,"4"
"39",0.447421892080456,0.164410540368408,0.378914732951671,"4"
"40",-0.177451140712947,0.940324357710779,0.336101207882166,"1"
"41",0.641892588231713,0.97899966686964,0.80909329559654,"4"
"42",0.29412038763985,-0.647095927037299,-0.396613459102809,"1"
"43",0.56586552457884,0.0842608488164842,0.865617409348488,"4"
"44",0.106072623282671,-0.231392215937376,-0.596033965237439,"1"
"45",0.0594391603954136,0.352328101638705,0.584757511969656,"4"
"46",0.578712463378906,-0.46141244051978,-0.550738982390612,"1"
"47",-0.953337595332414,-0.0614981153048575,-0.938486857805401,"4"
"48",-0.0455398699268699,-0.656399835366756,0.724068082403392,"2"
"49",0.4646274773404,-0.261621075216681,0.370215010363609,"3"
"50",0.385463112965226,0.450810545124114,0.884149819146842,"4"
"51",-0.0447607557289302,-0.0277017913758755,0.351707520894706,"2"
"52",0.722418953664601,-0.872395066544414,0.686240296810865,"3"
"53",-0.123805785551667,0.569092459976673,-0.276211630087346,"3"
"54",-0.510405445937067,-0.163356728386134,-0.215268229600042,"4"
"55",-0.858641905710101,0.962036169599742,0.135374795179814,"1"
"56",-0.801067679654807,-0.434232088271528,-0.809695732779801,"4"
"57",-0.3674565856345,0.695764299016446,-0.612431856803596,"3"
"58",0.0372685263864696,-0.835521538276225,0.176132786087692,"3"
"59",0.324010152835399,0.772917501162738,0.503008336294442,"4"
"60",-0.186339625623077,-0.0561385382898152,0.734477574471384,"2"
"61",0.825751848518848,-0.781798073090613,-0.256408525630832,"1"
"62",-0.412793254479766,-0.333444030955434,0.597629099152982,"2"
"63",-0.0818685474805534,0.674833138473332,-0.883371214848012,"3"
"64",-0.335210651624948,-0.446300316601992,0.246871418785304,"2"
"65",0.30174093414098,0.174070282839239,-0.286717186681926,"2"
"66",-0.483966438565403,0.673464539460838,0.17585586477071,"1"
"67",-0.0429095034487545,-0.85769195202738,0.827569284010679,"2"
"68",0.532621341291815,0.405557486694306,-0.601115634199232,"2"
"69",-0.831506171263754,0.397649074438959,-0.261832752265036,"3"
"70",0.750642660073936,-0.0720752379857004,0.342816655524075,"3"
"71",-0.321854124311358,-0.126137779094279,0.536289101466537,"2"
"72",0.678880700375885,0.124353575520217,0.0444965520873666,"4"
"73",-0.306633021682501,0.856966452673078,0.656150036025792,"1"
"74",-0.332450138404965,-0.539067171514034,0.0541923893615603,"2"
"75",-0.0472975098527968,-0.556372491177171,0.0035096500068903,"2"
"76",0.784396671690047,-0.159568213392049,-0.160053360275924,"1"
"77",0.728678941261023,-0.332958388607949,-0.275403433479369,"1"
"78",-0.220020913053304,0.72961510065943,-0.753142179455608,"3"
"79",0.554641397669911,-0.645610928535461,-0.40367694105953,"1"
"80",0.921235994435847,-0.0133625427260995,-0.446647020522505,"1"
"81",-0.130681030452251,-0.140573266427964,0.540450711268932,"2"
"82",0.425029357429594,0.12852768599987,0.556362604256719,"4"
"83",-0.200011262204498,0.312324631027877,-0.712425438687205,"3"
"84",-0.349295696243644,0.95710812555626,0.0310523011721671,"1"
"85",0.514174296054989,-0.535677703097463,0.194480970967561,"3"
"86",-0.594615489710122,-0.518376807682216,0.0116860480047762,"2"
"87",0.422242444939911,0.593672167975456,-0.227800733875483,"2"
"88",-0.756616157945246,0.663343430031091,-0.147803798317909,"3"
"89",-0.509022972080857,-0.772984587121755,-0.976480530574918,"4"
"90",-0.713391241151839,0.926624032668769,0.838663540780544,"1"
"91",-0.52074116980657,-0.705354200676084,-0.841120613738894,"4"
"92",-0.882131245452911,-0.712746114470065,0.0147485095076263,"2"
"93",0.284576517064124,0.850459870416671,0.640343233942986,"4"
"94",0.752538425382227,0.0140712051652372,0.1967908362858,"4"
"95",0.557829354889691,-0.690297965891659,-0.151692947838455,"1"
"96",0.594617651775479,-0.303395895753056,0.118620541412383,"3"
"97",-0.0894510927610099,0.319642051588744,0.578188944142312,"1"
"98",-0.179831835906953,-0.376455251127481,-0.664569484069943,"4"
"99",0.621740485541523,-0.296853181440383,0.940903460141271,"3"
"100",0.209866580553353,-0.704308586195111,-0.0529938032850623,"1"
"101",0.309447856154293,0.317755218129605,0.859486411791295,"4"
"102",-0.293605456128716,-0.629860070999712,0.80187854077667,"2"
"103",-0.459479708224535,0.908756273798645,0.501764375716448,"1"
"104",0.985368122346699,0.795696984045208,0.353137544821948,"4"
"105",0.266986528877169,0.887394108809531,0.296026891563088,"4"
"106",-0.573583729565144,0.44738150248304,-0.853506260551512,"3"
"107",-0.74125530384481,-0.259285868145525,-0.152883163187653,"4"
"108",-0.0437639313749969,0.562035080511123,0.061648728325963,"1"
"109",0.848148939665407,-0.977700982708484,0.885409524664283,"3"
"110",0.19752193428576,0.880617424380034,0.42444911878556,"4"
"111",0.952341389842331,0.987498452421278,0.448981150984764,"4"
"112",0.463585023768246,-0.285188509617001,-0.059742764569819,"1"
"113",-0.286546175833791,0.495270126964897,-0.759435488376766,"3"
"114",-0.137052618898451,0.585818047635257,0.56619534175843,"1"
"115",-0.703576878644526,0.41171801276505,-0.123685205820948,"3"
"116",-0.973844849038869,-0.0483499225229025,-0.137088040355593,"4"
"117",0.431132132187486,-0.0106909479945898,-0.945004242006689,"1"
"118",-0.793631528504193,-0.383895102422684,-0.706876314245164,"4"
"119",-0.107431302778423,0.390024492517114,-0.154809684026986,"3"
"120",0.280202090274543,0.645586611237377,0.534274348523468,"4"
"121",0.983677240088582,-0.13056471850723,-0.990467109251767,"1"
"122",-0.00881284428760409,0.0294653056189418,0.207191383000463,"1"
"123",-0.0313009512610734,0.326021935325116,0.811154521070421,"1"
"124",-0.653115330263972,-0.713666826952249,0.413323063869029,"2"
"125",0.509641889017075,-0.311025212518871,-0.474925681483001,"1"
"126",-0.0922090215608478,-0.188472835347056,0.702152438927442,"2"
"127",0.0223395675420761,-0.829377988353372,-0.332788969855756,"1"
"128",-0.584909773431718,0.865143856499344,0.156568535137922,"1"
"129",-0.542683714535087,0.676768133416772,-0.134453739505261,"3"
"130",0.191423992626369,0.758866592310369,-0.896809353958815,"2"
"131",0.149744396563619,0.871424935292453,0.459606575779617,"4"
"132",-0.845871239434928,-0.855078733060509,0.0963408285751939,"2"
"133",-0.928918840829283,-0.242481118999422,0.50244397111237,"2"
"134",0.285590984392911,0.0757298455573618,-0.898457670584321,"2"
"135",0.857230399269611,-0.789899722672999,0.429932424798608,"3"
"136",0.196184844709933,0.603375411126763,-0.404611086472869,"2"
"137",0.121801496017724,0.479283491615206,-0.433045580517501,"2"
"138",0.0520554478280246,-0.895701973233372,0.659754254855216,"3"
"139",0.970190447755158,-0.0356608536094427,-0.827209249604493,"1"
