"0","1","2","CLASS"
"1",2.05605759906017,-1.37673558278408,1.26089185402887,"2"
"2",0.504004185068885,0.947319794777286,0.761892608937268,"1"
"3",-0.819083328410437,-0.659904771266094,-1.01664782966751,"1"
"4",-1.66065800049351,0.18833828679116,-1.36927994692612,"1"
"5",-2.26846567469878,0.425391145324585,0.343118222659162,"1"
"6",1.1170663669122,0.473040059623595,0.830430266132933,"1"
"7",0.679002253949718,1.95261697591033,0.180697977266725,"1"
"8",1.46125839916902,-0.381749285158334,0.853724411542641,"1"
"9",1.00656005797966,-2.12626643533669,0.76556157082353,"2"
"10",-2.02448341206575,-2.06538122087254,-0.413424233119044,"1"
"11",2.33128385039781,-0.510271897832752,0.691170136906866,"1"
"12",-1.92249072311011,-2.27442059950623,-1.60287477498265,"1"
"13",1.24151311166964,-1.44970557256516,1.66703347720248,"2"
"14",2.66656893956373,-1.79830960330218,1.02375005894369,"2"
"15",-0.131599992055074,-0.485904996039327,1.60488763965191,"1"
"16",-1.19330434424492,-0.424222947943905,1.90995574247601,"2"
"17",1.54246956700876,-2.97235716732972,-0.019849614410729,"2"
"18",-1.25122546114223,1.21501936957209,-0.26407406194183,"1"
"19",2.18004526390695,-0.936892325229494,1.24027919387958,"2"
"20",-0.0182830644431256,-1.5308972753402,1.9378281780228,"2"
"21",-2.22989283499493,-0.154671734665337,-1.77596723317607,"1"
"22",-0.043234088004662,-3.17288108845392,1.77442394334877,"2"
"23",-1.52955530049315,-0.836814803286779,-1.64350617321587,"1"
"24",1.52653964932726,-0.89359445494305,1.13015668159163,"2"
"25",-0.487164211529057,-2.14326427988782,0.910697108888297,"2"
"26",1.18012163893328,-3.10648383961304,3.40005927487187,"2"
"27",2.21318358708827,2.04112318975419,0.535457490148105,"1"
"28",1.64386159930707,-1.84858993545296,0.955636033332675,"2"
"29",-0.315582351404209,-2.26506698294778,1.40910392749547,"2"
"30",0.61181860126732,2.04047891228018,0.806105853868498,"1"
"31",-0.26933112792817,-2.8240449503146,2.53393667073882,"2"
"32",-0.947162199146907,1.15327786068011,-1.04889817048554,"1"
"33",2.53185528812751,-0.239889486503267,1.44832396983271,"2"
"34",1.49660509709236,-1.74432850091098,0.326262156968142,"2"
"35",0.539750267582896,0.207624746638233,1.75367568818957,"1"
"36",-0.36706093274909,0.920544470273033,-0.127308099615484,"1"
"37",2.17421336707836,0.0238464375277392,1.14444177317128,"2"
"38",1.0842831558721,0.723821008775168,0.562475165417664,"1"
"39",-1.03567212741563,-1.15084586669896,2.01764336744038,"2"
