0,1,2,CLASS
0.9504385585147468,1.5836397277132335,1.2035408651003687,0
0.4999347476156216,1.55454444494104,0.4425789846576822,0
0.41751551252944297,2.003636898739731,1.2065652074918845,0
0.850389060238584,1.180747505446766,-2.9402444307745483,1
-0.4124620486095888,0.3539728344378049,-1.9974868375975743,1
-0.06291422498122756,1.373607761115581,-0.10256284915479918,0
0.9721888023875994,1.3897316996934765,1.3319653549780712,0
-1.2939496146719833,0.6017580504058564,-0.8759900292402767,1
1.9564316666133275,-0.4595432867091489,2.099601579079928,0
1.4760924032528853,-0.07472061147838316,2.2991586799271233,0
-0.3344008493218852,2.283707896395834,-0.9647559932067312,1
-0.7828008380444285,1.3072639353770945,-1.022705818610803,1
2.507207009111723,-0.7884450493356572,1.0369750625486942,0
1.1233986929524646,1.7934667948766347,2.1432097659108154,0
2.599489644635051,1.1137699710759796,4.170640540687143,0
-0.7384102748248753,0.9852806123597709,-1.300125253893596,1
2.2725311027694834,0.12037756455866744,2.14240451639758,0
0.880678975138093,0.7827591721484943,-0.22391723066973013,0
1.2248047412080467,0.5543616851185518,-0.18715714786906013,0
-1.076693458979924,2.837438128378559,1.1353576240290584,0
-1.7491883993906052,0.96600380267739,-0.1441673097197671,1
-0.7935827566510447,2.3269012737329184,-0.37465931783574724,1
2.3658681789670153,-0.5518563736337769,2.1298591946417607,0
-1.286704823782771,0.8314075749853042,-0.7492969973829133,1
4.003262146963542,-0.027965514363669897,4.022048291164073,0
1.033363506311427,1.2104356399823648,1.7377747889770698,0
-0.22395877724918667,0.6553857749587517,-2.086952154739582,1
1.4955821123150472,0.736132465933792,0.4737325916933015,0
0.846007971252029,0.7312855928322433,-3.1802783564856445,1
0.3668564738307447,0.363695992343948,0.8297732006864919,0
0.33701351323799633,2.0741864172316973,-1.8081097842160625,1
-1.2431821838448682,-0.2525640467204755,-1.5596664884593845,1
-1.3841168065359841,1.3682352327367453,-0.42116527545447635,1
1.8748531131542134,0.0006489114081384972,0.30328978563329834,0
-1.3018309520341496,1.7146522776025308,-1.58042978013459,0
1.942134569733653,0.9309423216753993,2.806003164256722,0
1.1245430791359103,1.836246855180642,1.9870101426078288,0
0.38220352734366103,1.8522586294122827,1.5410250186688117,0
0.4137582767521909,1.1968421804685985,0.6552745324143677,0
1.0928713904931469,-0.07896256092547205,1.6242040905988842,0
-0.5286720275431899,2.2888644024347036,-0.6915608640863316,1
2.5368472778882802,0.83619227470621,1.4856683771011376,0
1.7430038766957945,0.28712193626625315,1.4806884675632903,0
-1.1243723354803394,1.0445811459558791,-0.8685413707750063,1
1.157186488920649,0.4398560251939012,1.4945019602116694,0
-0.4629429091775942,2.9050238235423773,-0.34509429146459336,1
1.067255128022287,1.3447682428002148,2.2826933722662774,0
-0.1516223847282503,1.263638822756348,-1.692645905007975,1
0.9268203762377889,1.396292063768757,2.0736849213548663,0
1.629922186131356,0.12696438203141014,-0.07184427659598769,0
0.07619949405701365,2.3356958587084673,1.6018601774129542,0
0.052284423574618044,1.4347164661693992,-1.8694732296965033,1
1.0682538721087416,0.8866966866637354,1.8863929683237786,0
2.4212875957044036,-0.6296605559786252,0.9100678278800609,0
-0.8899552780999147,0.9277737658756233,-1.201637612259588,1
2.3084531918269775,-0.5161042508901068,1.4659350593125415,0
-0.7275513735553651,0.2580167110022924,-1.7477464559097196,1
0.27157046823384723,2.3931365092003363,0.05111548983934133,0
-0.5846989751246698,1.6447858594427696,-0.08858892466201307,0
1.1887882068492108,0.09440423157476419,-0.12315200038206808,0
-1.179849555702977,1.9966022233498881,-0.2444072460726684,1
0.39214774453024837,1.3995633205235194,0.43248075072225345,0
-0.1327027700631067,1.3386387996016935,-0.3134076108322621,0
0.98698535242083,1.342236009953843,1.4976113649419212,0
0.4838455376689794,1.130145750949691,-0.08490376864739302,0
-0.6167410523414236,0.8332999631135698,-0.9554746111908232,0
-2.0650159105570296,-0.31739766232151423,-0.6252259603275255,1
0.8244896843176935,1.0524866692523505,-0.25779921354939295,0
-1.8165119459903685,2.0415654377767773,0.5103426098335362,1
-1.2096959270011345,0.4385116206296087,-1.1264915955099946,1
-1.3860258294407444,-1.063641416760543,-1.850891682595062,1
-0.8246362847636711,1.5718879780101265,-0.8452875374387228,1
-0.8776134013093231,2.702412350302848,-0.24666870107863015,0
-1.7257304498040529,0.5301256088689854,-0.4956733121384912,1
0.19391479951481871,3.4211847659017294,0.5025559775228081,0
1.9222557182160194,1.1399987318752425,2.096054415084727,0
0.9386694280646655,0.6499207039258853,-0.8726140720666078,0
0.1972338758943093,1.771219355010309,0.3658715648828528,0
-1.8727967074947975,0.1271751184478237,-0.6248467588638922,1
1.4226734643666672,1.2332920578182958,1.9785250554356444,0
-1.181091951478573,0.8618138509305141,-0.8736867829232369,1
-0.29002730897155304,1.3587912485651996,-1.6331592869957947,1
-0.992013951538952,0.08155283901152699,-1.5269389651966505,1
-1.7014375900851835,-0.021217395744417278,-0.8952736877921152,1
0.06550745514768641,0.395378851932809,-2.5451532198206843,1
-0.24833026986401185,2.541751190134601,-0.8558335237661002,1
-1.302558145119481,1.6746134885398756,-0.24611968810575768,1
-0.960028060896539,1.386073905262954,-1.9970453925345404,0
-1.5123293803690623,3.316559552267769,-0.5817678130037054,0
-1.263283392886536,-0.15643331243015357,-1.5186960724429444,1
0.4642973389853511,2.692654046321842,2.316722341587148,0
2.7187690576260124,-0.08366808371155465,2.211707249862439,0
0.993273926119713,1.3157813095283346,1.4750227935216205,0
1.3208695343661432,0.415912381767357,1.0883930796136967,0
-0.982154782533938,1.382311243752539,-0.762399484258465,1
-1.4018672340394325,-0.15908539077211525,-1.2866724357974921,1
-1.2536979552995264,2.388663387357532,0.225159001533767,1
-3.225234308232751,2.341490570625769,2.282557182499154,1
1.845272062988498,1.6688091297994307,1.886933814593618,0
-2.1256104995363154,0.049129688699739216,-0.328973900463706,1
-1.2088245499862538,2.3506463044554495,-1.2949752037450724,0
0.493065892111739,1.5811696633924628,-2.2655430457827235,1
0.849092690163118,0.4324235402433524,-0.8300045088514707,0
-0.8233376378192261,1.9816486354733531,-0.6127390027492471,1
-0.5938251796493963,1.2316258354566345,-1.320039576312638,1
-2.0249975363305754,0.5282382259824047,-0.17991573544029948,1
-1.3693866312998257,1.473394864095377,-0.35408909742654804,1
-0.12949486233106844,-0.6889210206946383,-3.006887378796722,1
-0.7967884541976088,1.3477023685456837,-0.9707293693795076,1
2.4074608327112417,1.2018730047804709,0.6330133770528907,0
2.5402813058561167,-0.3883996392255282,0.3959257806579093,0
-1.3727126719781029,-0.6459148853229137,-1.6574168673615919,1
-0.4422340788654944,2.153129501667606,-0.8821390857113058,1
-0.5759444172257615,1.1276297990038815,-0.7695597430874455,0
0.5814173873934366,1.5634880023479436,-0.0273763143015755,0
0.25936592510214673,2.364169231773192,-1.5617550561558398,1
-0.8957666646908802,2.3720730068309335,-0.6948573766660604,0
0.8154408960311654,1.4407360695839198,1.82834983638896,0
-1.080761164908195,1.1164886892650143,-0.7709956379289664,1
1.9732960953147454,0.009155682415619482,0.6704435284123627,0
-2.2696750117399955,0.5490424530444843,0.07749558201301587,1
-0.7492056099288225,1.7658573653905862,-1.204837295293919,0
-1.011952692204049,1.5737448109014527,-0.6470198912898786,1
0.1220613429094981,-0.20514042111459796,-2.9441870084640933,1
0.6006776329417725,1.9287501670407123,0.7606783459178039,0
-1.050862101088896,0.8440791323362299,-1.0450411094004248,1
-0.23056371311500623,1.6236509058626243,0.9875333713609321,0
-1.91781924722659,1.009106790193628,0.015583968351134958,1
1.8899618961855333,-0.008148973317376518,1.8319873060493421,0
3.174203843585688,0.25285921205126627,3.3191447915117136,0
-1.0959959339683283,2.433651377333605,-0.06192418375501818,1
-1.0911956848055826,1.556051799329682,-0.5618569089696419,1
2.323563453372337,0.7899645658942677,2.553392529013431,0
-2.1097207766775288,-0.42883017981292704,-0.633350283151594,1
-1.5071737162419165,0.59069848835935,-0.6783791571370512,1
-0.8572284213566395,0.45346618747782697,-1.563508105511652,1
0.349028662453827,2.5020940191114605,-1.5766011813256449,1
-0.6576006497901214,2.558006214587035,-0.69878703893572,0
-0.3515101500542519,0.15974308646265645,-2.2772060537172676,1
-2.008872236641542,0.9969485972650123,0.12901625982401033,1
0.6868420717398819,0.39381453336666794,-1.2397209882552516,0
-2.3303865747008494,0.30242760867072094,0.0197441822095501,1
-0.9778079523144754,1.8565096601558884,-0.4729998061952059,1
-0.5865252335274949,0.9717403035263867,-0.6668999027406937,0
2.794496443234347,-0.42099228548458467,2.0023457183032045,0
0.2328735286003435,0.7534139183075026,-0.12903283777428087,0
1.056218631325771,-0.4847648410131544,-0.5090973940532784,0
-0.5203094934047399,1.4548016853688401,-1.2388411340298562,1
0.2898439100848824,0.9732440213471286,-2.454100139524806,1
-1.8232550567534445,0.5841777555356985,-0.37075048726806004,1
0.8688871597012036,0.6916583784526011,-3.1878977202056538,1
-0.5898630628646997,1.4655242494845413,-1.1534181000439856,1
-0.4969754399530195,0.3811231936061399,-1.9340215847851718,1
1.0378691252338816,0.8798996697039558,2.6566592025232874,0
-0.4169397145758178,2.2771945664727196,0.5035458623210154,0
-1.8103056283697732,3.1489425658889476,-2.405751269329523,0
-0.5589013723045455,0.7018246652964183,-1.6581440132406597,1
-0.5322349169351075,-0.7915502859975163,-2.639654863635345,1
-0.163599451972418,1.653401832144575,0.8127149178558055,0
0.16884446066230274,1.2957676621855847,-0.6263778716889816,0
0.21642282321843842,1.5431391026299974,1.2886316730778664,0
-1.0552833680801634,1.9848519371452662,-0.3112785629202467,1
-0.22541101490501347,1.226111714264665,0.18605258565863658,0
0.1876122052999898,0.08350375997157744,-2.8844260460029516,1
0.026861798963059735,2.3014877128545344,1.0034287683794894,0
2.657436662133149,-0.35675164970450246,2.225811676464978,0
1.5485861062664665,0.5765535052674522,1.459095999758822,0
3.1804378925766725,-0.4876452283988977,3.344955291496905,0
1.5503349470939285,0.021162357691257183,0.8164114197003305,0
-0.3960348043617392,1.2239456816604093,-1.2459943618910896,0
-0.5965303120551528,1.2053394221821998,-1.3053890092723774,1
0.8132234898271964,0.5941823465426499,1.0862246226249956,0
-1.32097589880515,0.43485204202550787,-1.0439437685397537,1
1.088864716936111,2.3809379663566004,2.552136000640564,0
-0.23607291313886036,1.9896672229638472,1.3746402686551866,0
1.5132353137076793,1.4929273893208164,3.626610133216448,0
-1.878602768708034,1.0864036761244558,0.06483207658511181,1
-1.4227123390871377,1.0981901934863674,-0.46602822065005445,1
-1.5086433972545552,0.6317421301044619,-0.7233277562204188,1
-0.5880982199001406,0.8843774334496195,-1.6051015955279464,1
0.07407884829609912,2.829833719318364,0.27394532329039034,0
-0.27711467200204254,1.1553434998601075,-0.1642352073914639,0
-0.2808588805350549,1.8223469062181636,1.484758346661378,0
2.711306793752181,-0.3651062952638131,2.4902998262377594,0
1.3011442169276917,0.5752989135418911,1.034687500174076,0
-2.179102582987812,0.6975524901890623,0.13430548737632164,1
-1.6013356223083925,1.6804375139308232,0.14750835056398537,1
-1.3706379073122457,0.8052310561784858,-0.7133352117136542,1
-0.32879022048952766,1.4736855794370385,0.43007934875492004,0
1.7112174664300805,1.038715023107545,2.7599336777299897,0
-2.2404791645501314,2.3697387576796336,1.259142939439053,1
1.8381471629923554,1.185324499919607,2.0064781598309898,0
0.8577016784447777,1.43653729309754,1.8466001003448116,0
0.23876428801455463,1.6139984741425293,1.0340372572248673,0
-0.2141660018304905,1.632665970207599,-1.492931438847043,1
-2.4665329092012964,0.4974487663523621,0.3291914110873695,1
-0.8471576675284317,0.16658161385527448,-1.7346654353871003,1
