"0","1","CLASS"
"1",-1.38498806739202,-1.57647111356553,"2"
"2",1.4416888982199,2.87656510111952,"1"
"3",-0.265969160022838,2.11633027304067,"1"
"4",2.46796442540171,3.92132471085646,"1"
"5",0.294614457800915,-0.475813581250929,"1"
"6",1.74983077234191,0.824400772181923,"1"
"7",1.90900932948625,-0.30028873447273,"1"
"8",1.55226627108483,0.993215664556399,"1"
"9",-0.929300774206896,-1.25815663665031,"2"
"10",1.29542153659427,1.72435493887778,"1"
"11",1.61189782471889,3.11678414838759,"1"
"12",0.345520851118309,0.970828758009168,"1"
"13",-0.685724873997593,-0.766567568004053,"2"
"14",0.937643103263067,-3.15404864067637,"2"
"15",0.611000345008354,0.215616479055009,"1"
"16",-1.70949557038726,-2.40277730388167,"2"
"17",-1.28523180917662,-0.284277561779561,"2"
"18",0.300448426053563,1.1068326481476,"1"
"19",-0.669839337419063,-1.99906280677921,"2"
"20",-0.830136437892235,-2.17638706992379,"2"
"21",2.99430524607693,2.03526776511128,"1"
"22",-0.625242704240296,-2.35262096242446,"2"
"23",2.91203232341151,1.59611575377737,"1"
"24",-1.99072049490322,-1.41779383237897,"2"
"25",-2.84138117503858,-2.50814828240228,"2"
"26",-0.568506597996602,0.0519863564953988,"2"
"27",1.67685902103586,2.73261449356557,"1"
"28",-0.500364875523474,-2.67046251533979,"2"
"29",-0.610456023158834,-0.782626804286983,"2"
"30",0.18131236280183,1.11530424894243,"1"
"31",-2.02134501520762,-3.49895468778486,"2"
"32",1.41049002858091,-0.234008179785733,"1"
"33",-1.97075573036785,-1.79833743708872,"2"
"34",-0.794061367148416,-1.92495602053923,"2"
"35",2.92588584518399,2.3657120319986,"1"
"36",0.938515277943561,0.301090609271686,"1"
"37",-1.43937620145226,-2.39137068479929,"2"
"38",2.21212999990417,2.03118003806218,"1"
"39",-3.69298970393008,-2.85801149770838,"2"
"40",-1.67350266073477,-1.72678400633561,"2"
"41",0.440211001260568,1.92770727885851,"1"
"42",0.647128243700444,-0.312909482950936,"2"
"43",-2.91664354122328,-0.955548347674309,"2"
"44",-2.13696668631547,-1.70596216439758,"2"
"45",-0.136768051337399,-1.70179605112442,"2"
"46",2.10358626013857,1.78367266610412,"1"
"47",0.458374459096297,3.13810769297903,"1"
"48",-0.489666759682051,-2.5219692444444,"2"
"49",-1.91310178147671,-2.12562716063798,"2"
"50",-1.65983615001779,-2.70286676389415,"2"
"51",-2.12168355017925,-1.68452880637718,"2"
"52",0.182506503958998,1.20806899573389,"1"
"53",-4.28935524619725,-2.58719716519547,"2"
"54",0.457321681047476,0.100018422473091,"1"
"55",0.544430688686602,1.47768765864896,"1"
"56",0.503532879879806,1.18223611120648,"1"
"57",2.1554898676333,2.04927388996454,"1"
"58",1.48272509565024,3.04885784785682,"1"
"59",1.09046280778513,-0.394114016981808,"1"
"60",-1.09724953856511,-0.820017060924256,"2"
"61",-2.01892522322738,-2.86110330527498,"2"
"62",0.327710515379398,1.20032761087678,"1"
"63",0.398284615518203,1.48457970365824,"1"
"64",-2.05007860552099,-2.31985433744513,"2"
"65",-1.76085100777799,-1.0773626136971,"2"
"66",0.646423377642236,1.96392123195935,"1"
"67",0.294493501246112,0.717390016358759,"1"
"68",0.966039325769699,1.8047795047433,"1"
"69",1.88594993682633,1.79562482147258,"1"
"70",-2.0433782273408,-1.98940209174483,"2"
"71",-1.38157626747973,-0.0721846899145764,"2"
"72",0.233722879488818,1.40184079258935,"1"
"73",-1.90429985412191,-0.883792167100025,"2"
"74",2.88447055945608,1.28977857595254,"1"
"75",-1.60905994656593,-3.0560783122814,"2"
"76",0.102792970748213,2.88095815556034,"1"
"77",-0.849945401721926,-2.09668114267541,"2"
"78",-0.157085850788544,-0.633514270323326,"2"
"79",-1.40034875790113,-1.6130781391912,"2"
"80",1.31768863961011,2.08814223881067,"1"
"81",3.78393347032444,3.37063882561893,"1"
"82",2.30484003881052,1.14517255007059,"1"
"83",-1.62670905190441,0.100653092123904,"2"
"84",-3.13234975269658,-0.95590394937275,"2"
"85",-0.646926274533159,-1.65186663071842,"2"
"86",-2.26912111371948,-1.14558869123713,"2"
"87",-1.63878735212383,-1.94444499224345,"2"
"88",1.16203040098215,0.169662044020446,"1"
"89",-0.761261193064941,-2.82426076394251,"2"
"90",-0.499031057157304,-2.92073542537335,"2"
"91",0.548449807528832,1.01851063986879,"1"
"92",-0.779438997696177,-1.70167173400593,"2"
"93",1.99679956225954,1.51161021696252,"1"
"94",1.40168421537738,1.17582661231333,"1"
"95",1.0393588002592,1.0023856058232,"1"
"96",1.73209929746557,-0.163004486521729,"1"
"97",0.925407927536473,0.616937461140866,"1"
"98",-1.93964793807266,0.220128096120096,"2"
"99",-2.39646263793833,-2.35121445318552,"2"
"100",-1.39946907704824,-0.631085922729548,"2"
"101",4.07287158937156,0.317976779566532,"1"
"102",-0.734851132090053,-0.246626598447586,"2"
"103",-2.40213270163074,-3.10201459100979,"2"
"104",-3.63715969370787,-1.04680420642225,"2"
"105",-1.57788690001092,-1.35347831364421,"2"
"106",3.09449176706264,1.72252231104223,"1"
"107",-0.267340299466909,-0.112658625090064,"2"
"108",-3.17443990586922,-0.504543116070169,"2"
"109",2.19379757144895,1.75900868603612,"1"
"110",-2.45858896951466,-0.339235339562595,"2"
"111",-3.21085849928835,-2.09145558865373,"2"
"112",2.12745408248592,2.95386164989189,"1"
"113",-1.49104444790354,-0.235666586466104,"2"
"114",0.871331625261164,1.08469936998492,"1"
"115",2.29999193627403,2.36260291311517,"1"
"116",-0.407014027695268,-1.84324723835821,"2"
"117",1.06561887786234,0.934957975591698,"1"
"118",-0.717835088623823,-0.59875392680593,"2"
"119",0.406158984203556,-0.100673232628502,"1"
"120",3.29739610475569,1.84875021824276,"1"
"121",-3.23041961711556,-1.85815543056005,"2"
"122",-0.659769474768025,-1.70740844875132,"2"
"123",0.485242483171919,0.894676895357556,"1"
"124",-1.63317779409786,-1.34916255198575,"2"
"125",1.12001710876618,0.579654529354033,"1"
"126",0.79926329157674,0.657565953019756,"1"
"127",0.467137770632076,2.5037170575754,"1"
"128",2.01318871218341,2.98664647985224,"1"
"129",-1.75409420150465,-1.55076458322051,"2"
"130",0.182107240889978,-1.81553387187306,"2"
"131",-0.109401320004458,2.42157792802264,"1"
"132",1.20802456025581,1.14105556929744,"1"
"133",0.839918148071689,0.104534020673308,"1"
"134",0.0240475257380162,1.63678739323299,"1"
"135",-2.81814739929211,0.00488875643362441,"2"
"136",1.34379617986594,2.52764674617311,"1"
"137",0.983334032769011,2.25160795973998,"1"
"138",-1.31431049478347,-1.70605629807276,"2"
"139",0.821988189411507,1.72873033069407,"1"
"140",2.39532972227971,1.63643163451492,"1"
"141",-2.91600073233777,-1.99467996086572,"2"
"142",1.9466229190436,0.570598172452202,"1"
"143",-2.40955619997232,-1.17035026746709,"2"
